"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"202107338","2020-03-14 00:00:00","2020-02-26 00:00:00","1500",NULL,"Topanga",2113,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","1906 0903 2036 1820",31,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",956,NULL,NULL,NULL,"22900 BURTON ST",NULL,"0101000020E610000055302AA913A85DC024B9FC87F41B4140",91304,"west-hills","134302",11,"-118.6262","34.2184","lewd conduct"
"200600627","2020-02-26 00:00:00","2020-02-25 00:00:00","2015",NULL,"Hollywood",646,761,"BRANDISH WEAPON","0903 0334 0319 1822 1266 1202 2053 1532",66,"M","W",102,"SIDEWALK",207,"OTHER KNIFE","IC ","Invest Cont",761,NULL,NULL,NULL,"6700 HOLLYWOOD BL",NULL,"0101000020E6100000E10B93A982955DC005A3923A010D4140",90028,"hollywood","190202",29,"-118.3361","34.1016","threats"
"200606974","2020-02-25 00:00:00","2020-02-25 00:00:00","2117",NULL,"Hollywood",638,648,"ARSON","0903 1300 1309 1822 0447 1402 2053 1532",0,"X","X",740,"OTHER PLACE OF WORSHIP",212,"BOTTLE","IC ","Invest Cont",648,946,998,NULL,"5900 YUCCA ST",NULL,"0101000020E61000003108AC1C5A945DC05A643BDF4F0D4140",90028,"hollywood","190301",30,"-118.318","34.104","arson"
"201306987","2020-02-23 00:00:00","2020-02-23 00:00:00","1200",NULL,"Newton",1364,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 1239 1510 0334 1822 1218 2058",44,"F","W",102,"SIDEWALK",218,"OTHER CUTTING INSTRUMENT","IC ","Invest Cont",230,NULL,NULL,NULL,"50TH ST","CENTRAL AV","0101000020E610000023DBF97E6A905DC039B4C876BEFF4040",90011,"south-park","229200",125,"-118.2565","33.998","assault with a deadly weapon"
"200706447","2020-02-21 00:00:00","2020-02-21 00:00:00","1620",NULL,"Wilshire",749,624,"BATTERY - SIMPLE ASSAULT","0446 0416 2036 1822 0903 1513 2055",39,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,946,NULL,NULL,"4600 WILSHIRE BL",NULL,"0101000020E6100000A9A44E4013955DC00E2DB29DEF074140",90010,"mid-wilshire","211000",119,"-118.3293","34.062","assorted assault"
"200206616","2020-02-21 00:00:00","2020-02-21 00:00:00","1630",NULL,"Rampart",204,625,"OTHER ASSAULT","0913 0319 0356 0361 1536 2054 1222 0903",33,"M","O",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",625,NULL,NULL,NULL,"800 LUCILE AV",NULL,"0101000020E6100000B5A679C729925DC0A69BC420B00A4140",90026,"silver-lake","195901",38,"-118.2838","34.0835","other assault"
"201200555","2020-02-21 00:00:00","2020-02-20 00:00:00","1800",NULL,"77th Street",1268,310,"BURGLARY","1822 0903 2055 1514 0311",57,"M","B",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",310,946,NULL,NULL,"100 W 81ST ST",NULL,"0101000020E6100000F697DD9387915DC0CFF753E3A5FB4040",90003,"florence","239701",86,"-118.2739","33.966","burglary"
"200706385","2020-02-20 00:00:00","2020-02-20 00:00:00","1020",NULL,"Wilshire",782,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0903 2055 1514",48,"M","B",203,"OTHER BUSINESS",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"2300 S LA CIENEGA BL",NULL,"0101000020E61000004703780B24985DC0E9B7AF03E7044140",90034,"mid-city","269601",61,"-118.3772","34.0383","threats"
"201207351","2020-02-17 00:00:00","2020-02-17 00:00:00","0001",NULL,"77th Street",1235,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","2055 1514 0329 0903 1822",43,"F","B",101,"STREET",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"1300 W 58TH PL",NULL,"0101000020E6100000508D976E12935DC0E6AE25E483FE4040",90044,"vermont-slauson","237201",109,"-118.298","33.9884","vandalism"
"200506027","2020-02-17 00:00:00","2020-02-17 00:00:00","0745",NULL,"Harbor",557,624,"BATTERY - SIMPLE ASSAULT","1536 1202 1822 1309 0416 0903 0319 2054",61,"M","W",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",624,NULL,NULL,NULL,"600 W 2ND ST",NULL,"0101000020E6100000742497FF90925DC0744694F606DF4040",90731,"san-pedro","296600",95,"-118.2901","33.7424","assorted assault"
"201106100","2020-02-17 00:00:00","2020-02-16 00:00:00","2210",NULL,"Northeast",1183,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 0400 0411 0416 1822 1218 0445 0334 2058 1510",25,"X","B",101,"STREET",312,"PIPE/METAL PIPE","IC ","Invest Cont",230,NULL,NULL,NULL,"RESERVOIR ST","W GLENDALE BL","0101000020E6100000FF21FDF675905DC07B832F4CA60A4140",90026,"echo-park","197420",44,"-118.2572","34.0832","assault with a deadly weapon"
"200506148","2020-02-20 00:00:00","2020-02-14 00:00:00","1530",NULL,"Harbor",566,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0903 1528 2053",0,"X","X",408,"AUTO SUPPLY STORE*",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"800 S PACIFIC AV",NULL,"0101000020E61000002D211FF46C925DC07593180456DE4040",90731,"san-pedro","297110",95,"-118.2879","33.737","vandalism"
"200405731","2020-02-14 00:00:00","2020-02-14 00:00:00","1600",NULL,"Hollenbeck",464,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 2055 1514 0903",37,"F","B",203,"OTHER BUSINESS",511,"VERBAL THREAT","AA ","Adult Arrest",930,NULL,NULL,NULL,"2200 E CESAR E CHAVEZ AV",NULL,"0101000020E6100000DAACFA5C6D8D5DC075029A081B064140",90033,"boyle-heights","204420",50,"-118.2098","34.0477","threats"
"200706094","2020-02-14 00:00:00","2020-02-14 00:00:00","1400",NULL,"Wilshire",723,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1309 0903 0400 2055 1516",37,"F","H",102,"SIDEWALK",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"100 N FAIRFAX AV",NULL,"0101000020E6100000BADA8AFD65975DC00C93A98251094140",90048,"beverly-grove","214600",58,"-118.3656","34.0728","vandalism"
"200506088","2020-02-18 00:00:00","2020-02-13 00:00:00","2130",NULL,"Harbor",563,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329 0311 2053 1528",0,"X","X",702,"OFFICE BUILDING/OFFICE",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"1500 S PACIFIC AV",NULL,"0101000020E61000007B14AE47E1925DC068B3EA73B5DD4040",90731,"san-pedro","296901",95,"-118.295","33.7321","vandalism"
"202005969","2020-02-11 00:00:00","2020-02-11 00:00:00","2015",NULL,"Olympic",2022,624,"BATTERY - SIMPLE ASSAULT","0400 0903 1822",24,"F","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,946,NULL,NULL,"WILSHIRE","WESTERN","0101000020E610000064CC5D4BC8935DC0E4141DC9E5074140",90010,"koreatown","211704",55,"-118.3091","34.0617","assorted assault"
"201306400","2020-02-12 00:00:00","2020-02-10 00:00:00","0500",NULL,"Newton",1371,210,"ROBBERY","0377 2004 0429 2036 0445 0344 0903 1538 2054 1822",58,"M","H",102,"SIDEWALK",306,"ROCK/THROWN OBJECT","AO ","Adult Other",210,NULL,NULL,NULL,"57TH ST","MAIN ST","0101000020E6100000F697DD9387915DC074B515FBCBFE4040",90037,"south-park","229410",125,"-118.2739","33.9906","robbery"
"200706896","2020-03-02 00:00:00","2020-02-10 00:00:00","0900",NULL,"Wilshire",701,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 1528 0903 1402 0421 1202 2053",62,"M","W",203,"OTHER BUSINESS",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"8200 MELROSE AV",NULL,"0101000020E6100000643BDF4F8D975DC06D567DAEB60A4140",90046,"beverly-grove","194402",58,"-118.368","34.0837","threats"
"201206830","2020-02-10 00:00:00","2020-02-10 00:00:00","0900",NULL,"77th Street",1243,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0605 0903 2051 1536 2036 0329 1300",29,"M","B",101,"STREET",304,"CLUB/BAT","IC ","Invest Cont",740,NULL,NULL,NULL,"WESTERN AV","FLORENCE AV","0101000020E6100000B29DEFA7C6935DC03F575BB1BFFC4040",90047,"chesterfield-square","237300",81,"-118.309","33.9746","vandalism"
"200206055","2020-02-10 00:00:00","2020-02-10 00:00:00","1210",NULL,"Rampart",245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 2055 1514 1218 2004 2035 0416 0445 0447 0903",57,"M","B",109,"PARK/PLAYGROUND",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2500 WILSHIRE BL",NULL,"0101000020E6100000CBA145B6F3915DC0AB3E575BB1074140",90057,"westlake","208802",54,"-118.2805","34.0601","assault with a deadly weapon"
"201705906","2020-02-13 00:00:00","2020-02-08 00:00:00","1400",NULL,"Devonshire",1775,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 1822 2053 1528 0903",0,"X","X",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"9300 PASO ROBLES AV",NULL,"0101000020E6100000DCD7817346A05DC0CA54C1A8A41E4140",91325,"northridge","115101",120,"-118.5043","34.2394","vandalism"
"200405465","2020-02-07 00:00:00","2020-02-06 00:00:00","2000",NULL,"Hollenbeck",479,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1514 2055 0329 0903 1402",23,"F","B",707,"GARAGE/CARPORT",NULL,NULL,"IC ","Invest Cont",740,946,998,NULL,"3500 SISKIYOU ST",NULL,"0101000020E61000003F575BB1BF8C5DC088635DDC46034140",90023,"boyle-heights","204910",50,"-118.1992","34.0256","vandalism"
"200705683","2020-02-05 00:00:00","2020-02-05 00:00:00","0830",NULL,"Wilshire",724,624,"BATTERY - SIMPLE ASSAULT","2058 1510 0400 0903 0342",24,"M","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"6300 W 3RD ST",NULL,"0101000020E6100000B459F5B9DA965DC0C520B07268094140",90036,"fairfax","214501",58,"-118.3571","34.0735","assorted assault"
"200700547","2020-02-05 00:00:00","2020-02-05 00:00:00","1640",NULL,"Wilshire",743,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2053 1414 0903 0421 1528 0913",18,"M","W",102,"SIDEWALK",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"SAN VICENTE","FAIRFAX","0101000020E6100000D734EF3845975DC0D6C56D3480074140",90036,"mid-wilshire","216300",58,"-118.3636","34.0586","threats"
"202005643","2020-02-04 00:00:00","2020-02-04 00:00:00","1210",NULL,"Olympic",2035,624,"BATTERY - SIMPLE ASSAULT","0903 0305 0432 2036 1822",16,"F","O",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,946,NULL,NULL,"3400 WILSHIRE BL",NULL,"0101000020E61000009E5E29CB10935DC04772F90FE9074140",90010,"koreatown","212102",55,"-118.2979","34.0618","assorted assault"
"201506738","2020-02-25 00:00:00","2020-02-04 00:00:00","1150",NULL,"N Hollywood",1563,624,"BATTERY - SIMPLE ASSAULT","2055 0400 0416 1817 0913 1824 1258 0903 1513",12,"M","A",720,"JUNIOR HIGH SCHOOL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"4500 IRVINE AV",NULL,"0101000020E6100000E9263108AC985DC0C139234A7B134140",91602,"studio-city","143300",27,"-118.3855","34.1522","assorted assault"
"200205640","2020-02-03 00:00:00","2020-02-03 00:00:00","1740",NULL,"Rampart",201,625,"OTHER ASSAULT","2004 1266 0356 2035 2055 1516 0903 0910",21,"M","H",907,"MTA - RED LINE - VERMONT/SANTA MONICA",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",625,NULL,NULL,NULL,"1000 N VERMONT AV",NULL,"0101000020E61000006DE7FBA9F1925DC06C787AA52C0B4140",90029,"east-hollywood","191500",34,"-118.296","34.0873","other assault"
"200205639","2020-02-03 00:00:00","2020-02-03 00:00:00","1740",NULL,"Rampart",201,625,"OTHER ASSAULT","2004 1266 0356 2035 2055 1516 0903 0910",24,"M","H",907,"MTA - RED LINE - VERMONT/SANTA MONICA",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",625,NULL,NULL,NULL,"1000 N VERMONT AV",NULL,"0101000020E61000006DE7FBA9F1925DC06C787AA52C0B4140",90029,"east-hollywood","191500",34,"-118.296","34.0873","other assault"
"200805377","2020-01-31 00:00:00","2020-01-30 00:00:00","1830",NULL,"West LA",886,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1414 2053 1528 0903 0329 0311 2036",0,"X","X",704,"ELEMENTARY SCHOOL",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"9700 CATTARAUGUS AV",NULL,"0101000020E6100000B6F3FDD478995DC00612143FC6044140",90034,"beverlywood","269000",61,"-118.398","34.0373","vandalism"
"201005235","2020-01-30 00:00:00","2020-01-29 00:00:00","2245",NULL,"West Valley",1063,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 2055 1514",44,"M","H",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"18700 LINNET ST",NULL,"0101000020E610000066F7E461A1A25DC013F241CF66154140",91356,"tarzana","139401",17,"-118.5411","34.1672","vandalism"
"201405631","2020-01-28 00:00:00","2020-01-28 00:00:00","1400",NULL,"Pacific",1431,624,"BATTERY - SIMPLE ASSAULT","2055 1520 0400 2035 0903 1218",35,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"MAIN ST","HORIZON","0101000020E6100000431CEBE2369E5DC0CA54C1A8A4FE4040",90291,"venice","273502",68,"-118.4721","33.9894","assorted assault"
"201805553","2020-01-28 00:00:00","2020-01-28 00:00:00","1230",NULL,"Southeast",1801,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2024 0443 0913 1815 0903 1528 2053",55,"M","B",720,"JUNIOR HIGH SCHOOL",511,"VERBAL THREAT","JA ","Juv Arrest",930,NULL,NULL,NULL,"9300 S HOOVER ST",NULL,"0101000020E6100000EE7C3F355E925DC0FD87F4DBD7F94040",90044,"vermont-vista","240401",87,"-118.287","33.9519","threats"
"200405047","2020-01-28 00:00:00","2020-01-28 00:00:00","0258",NULL,"Hollenbeck",499,310,"BURGLARY","2053 0903 1822 1528 1402 1607",0,"M","W",418,NULL,NULL,NULL,"IC ","Invest Cont",310,998,NULL,NULL,"3500 E PICO BL",NULL,"0101000020E61000003EE8D9ACFA8C5DC0FCA9F1D24D024140",90023,"boyle-heights","204920",50,"-118.2028","34.018","burglary"
"200805273","2020-01-28 00:00:00","2020-01-28 00:00:00","2145",NULL,"West LA",849,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 0421 0443 1822 1420 2053 1528",54,"M","W",203,"OTHER BUSINESS",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"8500 W PICO BL",NULL,"0101000020E610000007F0164850985DC0ACADD85F76074140",90035,"pico-robertson","216401",61,"-118.3799","34.0583","threats"
"200105841","2020-01-27 00:00:00","2020-01-27 00:00:00","1630",NULL,"Central",143,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1218 2035 2036 0416 0421 1516 1538 0903 2054 2055",40,"F","H",102,"SIDEWALK",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"5TH","BROADWAY","0101000020E6100000DC4603780B905DC003780B2428064140",90013,"downtown","207301",52,"-118.2507","34.0481","threats"
"201205630","2020-01-24 00:00:00","2020-01-24 00:00:00","0630",NULL,"77th Street",1269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2054 1536 1402 0913 0361 1222 0903 2036 0416 0421",24,"M","H",108,"PARKING LOT",308,"STICK","AA ","Adult Arrest",230,930,NULL,NULL,"800 E 82ND ST",NULL,"0101000020E6100000FFB27BF2B0905DC0C139234A7BFB4040",90001,"florence","239801",86,"-118.2608","33.9647","assault with a deadly weapon"
"200805173","2020-01-23 00:00:00","2020-01-23 00:00:00","1330",NULL,"West LA",892,624,"BATTERY - SIMPLE ASSAULT","2058 1510 1822 1414 0910 0319 0446 0417 0400 0903",22,"F","O",953,"MTA - EXPO LINE - EXPO/SEPULVEDA",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"11200 EXPOSITION BL",NULL,"0101000020E6100000A301BC05129C5DC0BF7D1D3867044140",90064,"sawtelle","271200",66,"-118.4386","34.0344","assorted assault"
"200704993","2020-01-21 00:00:00","2020-01-21 00:00:00","2020",NULL,"Wilshire",738,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0903 2053 1309 0421 0319 1528 2036",64,"M","W",108,"PARKING LOT",511,"VERBAL THREAT","AO ","Adult Other",930,946,NULL,NULL,"4900 WILSHIRE BL",NULL,"0101000020E6100000A8C64B3789955DC0728A8EE4F2074140",90010,"hancock-park","211000",119,"-118.3365","34.0621","threats"
"201205436","2020-01-21 00:00:00","2020-01-21 00:00:00","1530",NULL,"77th Street",1251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1822 2021 2036 0416 0445 0421 1516 2055 0903",31,"M","H",248,"CELL PHONE STORE",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"3300 W FLORENCE AV",NULL,"0101000020E61000005BD3BCE314955DC03F575BB1BFFC4040",90043,"hyde-park","235202",80,"-118.3294","33.9746","assault with a deadly weapon"
"201405044","2020-01-18 00:00:00","2020-01-18 00:00:00","1705",NULL,"Pacific",1444,624,"BATTERY - SIMPLE ASSAULT","2055 1516 2004 0416 0444 2036 0903",23,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,NULL,NULL,NULL,"LINCOLN BL","MARINA POINT DR","0101000020E610000029CB10C7BA9C5DC0CAC342AD69FE4040",90292,"venice","274100",68,"-118.4489","33.9876","assorted assault"
"201604735","2020-01-18 00:00:00","2020-01-17 00:00:00","2350",NULL,"Foothill",1623,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2054 1536 1100 1402 1822 0334 0302 0903",40,"M","H",210,"RESTAURANT/FAST FOOD",102,"HAND GUN","IC ","Invest Cont",230,251,998,NULL,"13100 VAN NUYS BL",NULL,"0101000020E6100000FBCBEEC9C39A5DC07CF2B0506B224140",91331,"pacoima","104701",7,"-118.4182","34.2689","assault with a deadly weapon"
"200300532","2020-01-15 00:00:00","2020-01-15 00:00:00","1600",NULL,"Southwest",362,624,"BATTERY - SIMPLE ASSAULT","1536 0319 0342 0417 0446 0903 1222 1309 1822 2054",56,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"3900 COCO AV",NULL,"0101000020E610000051DA1B7C61965DC0448B6CE7FB014140",90008,"baldwin-hillscrenshaw","236204",79,"-118.3497","34.0155","assorted assault"
"201404750","2020-01-14 00:00:00","2020-01-13 00:00:00","1200",NULL,"Pacific",1412,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","2053 1528 0329 0903",80,"F","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"00 BREEZE AV",NULL,"0101000020E610000043AD69DE719E5DC074B515FBCBFE4040",90291,"venice","273402",68,"-118.4757","33.9906","vandalism"
"200104938","2020-01-13 00:00:00","2020-01-12 00:00:00","1641",NULL,"Central",124,624,"BATTERY - SIMPLE ASSAULT","2004 0416 0447 2035 1514 2055 0903",29,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,NULL,NULL,NULL,"200 N LOS ANGELES ST",NULL,"0101000020E6100000C898BB96908F5DC01F85EB51B8064140",90012,"downtown","207400",52,"-118.2432","34.0525","assorted assault"
"200104937","2020-01-13 00:00:00","2020-01-12 00:00:00","1641",NULL,"Central",124,624,"BATTERY - SIMPLE ASSAULT","2004 0416 0447 2035 1514 2055 0903",41,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,NULL,NULL,NULL,"200 N LOS ANGELES ST",NULL,"0101000020E6100000C898BB96908F5DC01F85EB51B8064140",90012,"downtown","207400",52,"-118.2432","34.0525","assorted assault"
"201204785","2020-01-11 00:00:00","2020-01-11 00:00:00","1600",NULL,"77th Street",1215,624,"BATTERY - SIMPLE ASSAULT","2058 1510 0903 0342 1822 1239 0447 0416 1312 2036",25,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"DENKER AV","56TH ST","0101000020E6100000736891ED7C935DC0F4FDD478E9FE4040",90062,"harvard-park","232600",81,"-118.3045","33.9915","assorted assault"
"200804446","2020-01-11 00:00:00","2020-01-10 00:00:00","2340",NULL,"West LA",858,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2053 1528 0903 1202 2036 0421 0329",66,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,930,NULL,NULL,"1700 S ROBERTSON BL",NULL,"0101000020E610000029CB10C7BA985DC0910F7A36AB064140",90035,"pico-robertson","217001",61,"-118.3864","34.0521","threats"
"200104552","2020-01-08 00:00:00","2020-01-08 00:00:00","0900",NULL,"Central",157,220,"ATTEMPTED ROBBERY","2004 0319 2036 1536 0340 0400 1218 2054 0903",51,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",220,NULL,NULL,NULL,"6TH","STANFORD","0101000020E610000001DE02098A8F5DC0A1D634EF38054140",90021,"downtown","206300",52,"-118.2428","34.0408","robbery"
"202104220","2020-01-06 00:00:00","2020-01-06 00:00:00","1430",NULL,"Topanga",2189,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 2053 1528 1402",30,"M","O",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"5400 WINNETKA AV",NULL,"0101000020E6100000068195438BA45DC0F697DD9387154140",91364,"woodland-hills","137501",16,"-118.571","34.1682","vandalism"
"200104196","2020-01-03 00:00:00","2020-01-03 00:00:00","1020",NULL,"Central",153,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1528 2053 0910 0421 2036 1822 0903",67,"M","O",902,"MTA - RED LINE - PERSHING SQUARE",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"500 S HILL ST",NULL,"0101000020E61000008048BF7D1D905DC0BC0512143F064140",90013,"downtown","207502",52,"-118.2518","34.0488","threats"
"201404376","2020-01-07 00:00:00","2020-01-03 00:00:00","1200",NULL,"Pacific",1463,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 2053 1528 2054 1539 0903",40,"F","W",118,"CONSTRUCTION SITE",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"5500 EA WY",NULL,"0101000020E61000005EBA490C029B5DC03E7958A835FD4040",90066,"playa-vista","275602",70,"-118.422","33.9782","vandalism"
"200704039","2020-01-01 00:00:00","2020-01-01 00:00:00","2200",NULL,"Wilshire",702,624,"BATTERY - SIMPLE ASSAULT","2055 0216 2031 0903 0447 1514",23,"F","B",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,NULL,NULL,NULL,"7700 MELROSE AV",NULL,"0101000020E6100000C9E53FA4DF965DC06D567DAEB60A4140",90046,"fairfax","192002",58,"-118.3574","34.0837","assorted assault"
"200500504","2020-01-01 00:00:00","2019-12-31 00:00:00","1200",NULL,"Harbor",501,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","2036 0311 0903 0329 0319 2056 1514",37,"M","B",116,"OTHER/OUTSIDE",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"17800 S VERMONT AV",NULL,"0101000020E6100000516B9A779C925DC0567DAEB662EF4040",90248,"gardena","603200",NULL,"-118.2908","33.8702","vandalism"
"190721495","2019-12-26 00:00:00","2019-12-26 00:00:00","0001",NULL,"Wilshire",738,946,"OTHER MISCELLANEOUS CRIME","1528 2057 1906 0903",56,"M","W",203,"OTHER BUSINESS",511,"VERBAL THREAT","IC ","Invest Cont",946,956,NULL,NULL,"4900 WILSHIRE BL",NULL,"0101000020E6100000A8C64B3789955DC0728A8EE4F2074140",90010,"hancock-park","211000",119,"-118.3365","34.0621","miscellaneous crimes"
"190129730","2019-12-20 00:00:00","2019-12-20 00:00:00","1110",NULL,"Central",157,624,"BATTERY - SIMPLE ASSAULT","2036 0416 0429 1822 1218 0903",44,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"500 S SAN PEDRO ST",NULL,"0101000020E6100000A4DFBE0E9C8F5DC0D93D7958A8054140",90013,"downtown","206300",52,"-118.2439","34.0442","assorted assault"
